,level,text
223,2 - Mid,rest assured soldiers islamic state – allahs permission – carry upon manhaj imām shaykh usāmah amīr istishhādīyīn abū musab azzarqāwī founder state abū ‘umar albaghdādī war minister abū hamzah almuhājir never alter change taste tasted — shaykh abu muhammad al‘adnani rahimahullah
224,2 - Mid,rest assured soldiers – allahs permission – carry upon manhaj imām shaykh usāmah amīr istishhādīyīn abū musab azzarqāwī founder state abū ‘umar albaghdādī war minister abū hamzah almuhājir never alter change taste tasted — shaykh abu muhammad al‘adnani rahimahullah
225,2 - Mid,islam today dire need sincere patient men inclined persistence reject exhaustion rest feeling selfsatisfied silently interpret requirements stage men sincere souls high ambition strong resolve know except way receiving carry impossible exhaustion takes boredom overcomes spend hopes bitterness argumentation shaykh abu mus'ab azzarqawi rahimullah
226,2 - Mid,great religion islam establish except upon shoulders great ones men — shaykh abu mus'ab azzarqawi rahimahullah
227,1 - Low,want replace us treat us like trash become minority explicit antiwhite racism become 100 times worse minority
229,1 - Low,goes back shill jews matter change say need things differently never changes jew remains position worship control
230,1 - Low,joke actually support adl they're pedo kike faggots
231,2 - Mid,hamas israels aggression jenin ignite resistance via pic
232,2 - Mid,hamas mourns martyr saadi lauds jenin resistance fighters via pic
233,1 - Low,thread intentional white genocide 🧵
234,1 - Low,genetics thats lost genes comes culture whitegenocide
235,1 - Low,next wake white people whitegenocide
236,1 - Low,bad interracial marriagewhite genocide
237,1 - Low,literally white genocide
238,1 - Low,real end game whitegenocide powerful jewish organisations push
239,1 - Low,antiwhites pretend know white country exact criterion forced diversity whitegenocide
240,1 - Low,white genocide international crime kalergiplan forcedmassmigration genocide
241,1 - Low,antiwhite diversity code white genocide
242,1 - Low,white country country forced become brown white race race that's supposed care every race except whitegenocide gif
243,1 - Low,whites really privilege we'd privilege keeping countries white antiracist code word antiwhite diversity code word white genocide
244,1 - Low,antiracists attending whites allowed event race equity eh
245,1 - Low,cue butt hurt responses antiwhites squirming yet another ‘inconvenient question exposes hate filled antiwhites 😂
246,1 - Low,soon jews nonwhites start deferring whites antiwhite especially white countries
247,1 - Low,gammon racist slur towards white people white privilege myth spread anti whites
248,1 - Low,problem going get worse called antiwhiteism call express antiwhiteism antiwhites effect antiwhiteism white erasure
249,1 - Low,actively push antiwhite hatred thought need us anymore army minorities self hating whites allies delight see backfire
250,1 - Low,tf talking hare crimes whites committed whites daily media barely covers tries best hide identity picture attacker prime example waukesha wisconsin antiwhite suv attack christmas parade
251,1 - Low,privilege white kids growing around antiwhites bombarded antiwhite hatred told erase among people antiwhite barrage others can't distance craven away afford sheltering
252,1 - Low,🔶mozambique wilayat friday 1811 20222 🔗photo report 📍by nashir news agency results attack soldiers caliphate patrol mozambican tanzanian armies near ningad area cabo delgado detail❗️ attacked joint patrol mozambican tanzanian soldiers burned 3 vehicles ambush islamic state fighters northern mozambique 🔗amaq news agency material loss inflicted joint patrol mozambican tanzanian soldiers attack islamic state soldiers cabo delgado province northeastern mozambique 📍security sources told amaq news agency last tuesday islamic state soldiers carried armed ambush joint patrol mozambique tanzanian soldiers traveling one roads ningad region fondanhar village palma region 📍the source added ambush resulted seizure 3 vehicles burning fled addition confiscating weapons ammunition source confirmed islamic state soldiers returned positions attack🥰 📙sham desert💯
253,1 - Low,racial injustice everyone gets homeland white people whitegenocide
254,1 - Low,need end white genocide kids grow stuff go college hate antiwhite professors kids grow stuff get workforce
255,1 - Low,racist party since divides people based race antiwhite racism core party diffuses fake narratives condemn praise entire groups based race racist party severely impaired whites vote denial removal erasure
256,1 - Low,would've thunk can't fight teh racismz even racismz antiracist means openly racist whites making actual textbook racist
257,1 - Low,november holodomor remembrance monththe antiwhite genocide committed people bolsheviks let attack whites forgottenwe stand peoplewe stand racewe intimidatedwe proudly say white lives matter
258,1 - Low,imagined victimization countries white erased border crossers people discriminated hiring crimes committed us antiwhites become hush crimes cities burned 2020 antiwhite terrorist troops
259,1 - Low,mean whites standing people makes think radical antiwhites good antiwhite along
260,3 - High,shot back dome 😂😂😂 get fuck outta dripping crabs counter animals always half dressed
261,1 - Low,looks intelligence history etc antiwhites jealous hateful individuals
262,1 - Low,one year ago today antiwhite terror attack resulting normalization antiwhite hate
263,1 - Low,antiwhitenarrative color colors words language antiwhites antiwhitism transparent dehumanizing
264,1 - Low,consequence believing black people cant racist commit hate speech 🤡🤡🤡 racist antiwhite
265,1 - Low,disgusting 😔 wmaf wlm whitelivesmatter whitesonly
266,2 - Mid,islamicstate amaq agency video bai'at abi aisyah al'umari islamic state perpetrators attack shiite shrine shahejaragh city shiraz southern iran
267,1 - Low,there's law white whitepride whitelivesmatter
268,2 - Mid,amaq news agency released video regarding liberation captives recent prison attack last wednesday allahu akbar☝🏻❤
269,1 - Low,cool show whitepride racism worst
270,1 - Low,bollocks 👇this isnt immigration invasion 🤬
271,1 - Low,message posted every french beach deaths end unwanted immigration invasion
272,3 - High,what's difference jews pizza okay burn jew
273,1 - Low,wilayah mozambique granting success mujahidin islamic state allah almighty soldiers islamic state launched ambush christian village nguida located within macomia district cabo delgado yesterday mujahidin attacked crusader mozambican army machine guns led clashes khilafah soldiers templars resulting mujahidin able defeat kill 5 crusaders alongside injuring others addition seizing weapons ammunition returning positions praise due allah lord creation may allah's salah salam descend upon last prophets messengers prophet muhammed family companions follow prophets footsteps
